,Order Date,Brand,Sneaker Name,Sale Price,Retail Price,Release Date,Shoe Size,Buyer Region,Profit,Time to sale ,Months to sale 
128,2017-09-07,Off-White,Nike-Air-Max-90-Off-White,1600.0,160,2017-09-09,8.0,California,1440.0,-2 days,0
129,2017-09-07,Off-White,Nike-Air-Max-90-Off-White,1090.0,160,2017-09-09,11.5,New York,930.0,-2 days,0
130,2017-09-07,Off-White,Nike-Air-Presto-Off-White,1344.0,160,2017-09-09,10.0,New York,1184.0,-2 days,0
131,2017-09-07,Off-White,Nike-Air-Presto-Off-White,1325.0,160,2017-09-09,10.0,Massachusetts,1165.0,-2 days,0
132,2017-09-07,Off-White,Nike-Air-VaporMax-Off-White,1800.0,250,2017-09-09,12.0,Kentucky,1550.0,-2 days,0
149,2017-09-08,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2450.0,190,2017-09-09,13.0,New York,2260.0,-1 days,0
150,2017-09-08,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2325.0,190,2017-09-09,12.0,Illinois,2135.0,-1 days,0
151,2017-09-08,Off-White,Nike-Air-Max-90-Off-White,850.0,160,2017-09-09,11.0,New Jersey,690.0,-1 days,0
152,2017-09-08,Off-White,Nike-Air-Presto-Off-White,1299.0,160,2017-09-09,11.0,Colorado,1139.0,-1 days,0
153,2017-09-08,Off-White,Nike-Air-VaporMax-Off-White,2399.0,250,2017-09-09,11.5,Kentucky,2149.0,-1 days,0
154,2017-09-08,Off-White,Nike-Blazer-Mid-Off-White,720.0,130,2017-09-09,9.0,New York,590.0,-1 days,0
155,2017-09-08,Off-White,Nike-Blazer-Mid-Off-White,750.0,130,2017-09-09,10.5,Florida,620.0,-1 days,0
172,2017-09-09,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2799.0,190,2017-09-09,10.5,Massachusetts,2609.0,0 days,0
173,2017-09-09,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2550.0,190,2017-09-09,10.0,Delaware,2360.0,0 days,0
174,2017-09-09,Off-White,Nike-Air-Max-90-Off-White,949.0,160,2017-09-09,11.5,New York,789.0,0 days,0
175,2017-09-09,Off-White,Nike-Air-Max-90-Off-White,1100.0,160,2017-09-09,9.5,New Jersey,940.0,0 days,0
176,2017-09-09,Off-White,Nike-Air-Max-90-Off-White,850.0,160,2017-09-09,10.0,Virginia,690.0,0 days,0
177,2017-09-09,Off-White,Nike-Air-Presto-Off-White,1299.0,160,2017-09-09,10.0,New Jersey,1139.0,0 days,0
178,2017-09-09,Off-White,Nike-Blazer-Mid-Off-White,680.0,130,2017-09-09,10.0,New Jersey,550.0,0 days,0
194,2017-09-10,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2100.0,190,2017-09-09,10.0,New York,1910.0,1 days,0
195,2017-09-10,Off-White,Nike-Air-Max-90-Off-White,965.0,160,2017-09-09,9.0,California,805.0,1 days,0
196,2017-09-10,Off-White,Nike-Air-Max-90-Off-White,940.0,160,2017-09-09,8.0,New York,780.0,1 days,0
197,2017-09-10,Off-White,Nike-Air-Presto-Off-White,1329.0,160,2017-09-09,9.0,California,1169.0,1 days,0
198,2017-09-10,Off-White,Nike-Air-Presto-Off-White,1270.0,160,2017-09-09,9.0,New York,1110.0,1 days,0
199,2017-09-10,Off-White,Nike-Air-Presto-Off-White,1190.0,160,2017-09-09,10.0,New Jersey,1030.0,1 days,0
200,2017-09-10,Off-White,Nike-Air-Presto-Off-White,1300.0,160,2017-09-09,11.0,Florida,1140.0,1 days,0
201,2017-09-10,Off-White,Nike-Air-VaporMax-Off-White,1200.0,250,2017-09-09,10.5,Ohio,950.0,1 days,0
202,2017-09-10,Off-White,Nike-Blazer-Mid-Off-White,930.0,130,2017-09-09,13.0,Massachusetts,800.0,1 days,0
203,2017-09-10,Off-White,Nike-Blazer-Mid-Off-White,734.0,130,2017-09-09,10.0,Oregon,604.0,1 days,0
222,2017-09-11,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2140.0,190,2017-09-09,12.0,South Carolina,1950.0,2 days,0
223,2017-09-11,Off-White,Nike-Air-Max-90-Off-White,830.0,160,2017-09-09,10.0,California,670.0,2 days,0
224,2017-09-11,Off-White,Nike-Air-Max-90-Off-White,820.0,160,2017-09-09,11.0,California,660.0,2 days,0
225,2017-09-11,Off-White,Nike-Air-Presto-Off-White,1700.0,160,2017-09-09,13.0,New York,1540.0,2 days,0
226,2017-09-11,Off-White,Nike-Air-Presto-Off-White,1239.0,160,2017-09-09,10.0,Illinois,1079.0,2 days,0
227,2017-09-11,Off-White,Nike-Air-Presto-Off-White,1150.0,160,2017-09-09,10.0,New Jersey,990.0,2 days,0
228,2017-09-11,Off-White,Nike-Air-VaporMax-Off-White,1269.0,250,2017-09-09,8.0,California,1019.0,2 days,0
229,2017-09-11,Off-White,Nike-Air-VaporMax-Off-White,1300.0,250,2017-09-09,6.0,Illinois,1050.0,2 days,0
230,2017-09-11,Off-White,Nike-Air-VaporMax-Off-White,1135.0,250,2017-09-09,10.0,New Jersey,885.0,2 days,0
231,2017-09-11,Off-White,Nike-Blazer-Mid-Off-White,770.0,130,2017-09-09,12.0,California,640.0,2 days,0
232,2017-09-11,Off-White,Nike-Blazer-Mid-Off-White,735.0,130,2017-09-09,9.0,Oregon,605.0,2 days,0
233,2017-09-11,Off-White,Nike-Blazer-Mid-Off-White,556.0,130,2017-09-09,10.5,Ohio,426.0,2 days,0
234,2017-09-11,Off-White,Nike-Blazer-Mid-Off-White,620.0,130,2017-09-09,10.0,New York,490.0,2 days,0
259,2017-09-12,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1907.0,190,2017-09-09,10.5,Illinois,1717.0,3 days,0
260,2017-09-12,Off-White,Nike-Air-Max-90-Off-White,840.0,160,2017-09-09,11.0,Florida,680.0,3 days,0
261,2017-09-12,Off-White,Nike-Air-Max-90-Off-White,920.0,160,2017-09-09,8.5,Nevada,760.0,3 days,0
262,2017-09-12,Off-White,Nike-Air-Max-90-Off-White,850.0,160,2017-09-09,12.0,New York,690.0,3 days,0
263,2017-09-12,Off-White,Nike-Air-Presto-Off-White,1200.0,160,2017-09-09,10.0,Arizona,1040.0,3 days,0
264,2017-09-12,Off-White,Nike-Air-VaporMax-Off-White,1100.0,250,2017-09-09,10.5,California,850.0,3 days,0
265,2017-09-12,Off-White,Nike-Air-VaporMax-Off-White,1200.0,250,2017-09-09,9.5,Texas,950.0,3 days,0
266,2017-09-12,Off-White,Nike-Blazer-Mid-Off-White,645.0,130,2017-09-09,12.0,New York,515.0,3 days,0
267,2017-09-12,Off-White,Nike-Blazer-Mid-Off-White,600.0,130,2017-09-09,8.5,Florida,470.0,3 days,0
287,2017-09-13,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2100.0,190,2017-09-09,10.0,Ohio,1910.0,4 days,0
288,2017-09-13,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1900.0,190,2017-09-09,10.5,Ohio,1710.0,4 days,0
289,2017-09-13,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2000.0,190,2017-09-09,10.5,New York,1810.0,4 days,0
290,2017-09-13,Off-White,Nike-Air-Max-90-Off-White,890.0,160,2017-09-09,9.0,California,730.0,4 days,0
291,2017-09-13,Off-White,Nike-Air-Presto-Off-White,1050.0,160,2017-09-09,8.0,Wisconsin,890.0,4 days,0
292,2017-09-13,Off-White,Nike-Air-Presto-Off-White,1190.0,160,2017-09-09,8.0,Rhode Island,1030.0,4 days,0
293,2017-09-13,Off-White,Nike-Air-VaporMax-Off-White,990.0,250,2017-09-09,9.0,Nevada,740.0,4 days,0
294,2017-09-13,Off-White,Nike-Air-VaporMax-Off-White,1070.0,250,2017-09-09,10.0,California,820.0,4 days,0
295,2017-09-13,Off-White,Nike-Blazer-Mid-Off-White,700.0,130,2017-09-09,12.0,Ohio,570.0,4 days,0
296,2017-09-13,Off-White,Nike-Blazer-Mid-Off-White,670.0,130,2017-09-09,9.5,Connecticut,540.0,4 days,0
317,2017-09-14,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1700.0,190,2017-09-09,10.0,Michigan,1510.0,5 days,0
318,2017-09-14,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2110.0,190,2017-09-09,9.5,Florida,1920.0,5 days,0
319,2017-09-14,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2050.0,190,2017-09-09,11.0,Florida,1860.0,5 days,0
320,2017-09-14,Off-White,Nike-Air-Max-90-Off-White,870.0,160,2017-09-09,10.5,Texas,710.0,5 days,0
321,2017-09-14,Off-White,Nike-Air-Presto-Off-White,1210.0,160,2017-09-09,10.0,Massachusetts,1050.0,5 days,0
322,2017-09-14,Off-White,Nike-Air-VaporMax-Off-White,999.0,250,2017-09-09,10.5,Maryland,749.0,5 days,0
323,2017-09-14,Off-White,Nike-Blazer-Mid-Off-White,620.0,130,2017-09-09,8.0,New Jersey,490.0,5 days,0
324,2017-09-14,Off-White,Nike-Blazer-Mid-Off-White,625.0,130,2017-09-09,10.0,New York,495.0,5 days,0
325,2017-09-14,Off-White,Nike-Blazer-Mid-Off-White,664.0,130,2017-09-09,8.5,Connecticut,534.0,5 days,0
343,2017-09-15,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2100.0,190,2017-09-09,9.5,Ohio,1910.0,6 days,0
344,2017-09-15,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1815.0,190,2017-09-09,11.0,California,1625.0,6 days,0
345,2017-09-15,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2100.0,190,2017-09-09,9.5,California,1910.0,6 days,0
346,2017-09-15,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1999.0,190,2017-09-09,13.0,California,1809.0,6 days,0
347,2017-09-15,Off-White,Nike-Air-Max-90-Off-White,820.0,160,2017-09-09,12.0,New York,660.0,6 days,0
348,2017-09-15,Off-White,Nike-Air-Presto-Off-White,1250.0,160,2017-09-09,9.0,Massachusetts,1090.0,6 days,0
349,2017-09-15,Off-White,Nike-Air-Presto-Off-White,1110.0,160,2017-09-09,12.0,Alabama,950.0,6 days,0
350,2017-09-15,Off-White,Nike-Air-VaporMax-Off-White,1000.0,250,2017-09-09,11.5,New York,750.0,6 days,0
351,2017-09-15,Off-White,Nike-Blazer-Mid-Off-White,675.0,130,2017-09-09,10.0,California,545.0,6 days,0
366,2017-09-16,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1900.0,190,2017-09-09,9.0,Pennsylvania,1710.0,7 days,0
367,2017-09-16,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1850.0,190,2017-09-09,13.0,New York,1660.0,7 days,0
368,2017-09-16,Off-White,Nike-Air-Max-90-Off-White,900.0,160,2017-09-09,9.0,California,740.0,7 days,0
369,2017-09-16,Off-White,Nike-Air-Presto-Off-White,1100.0,160,2017-09-09,9.0,Nevada,940.0,7 days,0
370,2017-09-16,Off-White,Nike-Air-Presto-Off-White,1250.0,160,2017-09-09,9.0,Ohio,1090.0,7 days,0
371,2017-09-16,Off-White,Nike-Air-VaporMax-Off-White,1000.0,250,2017-09-09,12.0,Illinois,750.0,7 days,0
372,2017-09-16,Off-White,Nike-Air-VaporMax-Off-White,1050.0,250,2017-09-09,10.5,California,800.0,7 days,0
387,2017-09-17,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1910.0,190,2017-09-09,10.0,Georgia,1720.0,8 days,0
388,2017-09-17,Off-White,Nike-Air-Presto-Off-White,1200.0,160,2017-09-09,11.0,Colorado,1040.0,8 days,0
389,2017-09-17,Off-White,Nike-Air-Presto-Off-White,1200.0,160,2017-09-09,11.0,Tennessee,1040.0,8 days,0
390,2017-09-17,Off-White,Nike-Air-Presto-Off-White,1275.0,160,2017-09-09,9.0,California,1115.0,8 days,0
391,2017-09-17,Off-White,Nike-Air-VaporMax-Off-White,1080.0,250,2017-09-09,8.0,New York,830.0,8 days,0
392,2017-09-17,Off-White,Nike-Air-VaporMax-Off-White,1007.0,250,2017-09-09,9.5,California,757.0,8 days,0
393,2017-09-17,Off-White,Nike-Blazer-Mid-Off-White,720.0,130,2017-09-09,9.0,California,590.0,8 days,0
413,2017-09-18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1800.0,190,2017-09-09,9.5,California,1610.0,9 days,0
414,2017-09-18,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1725.0,190,2017-09-09,13.0,California,1535.0,9 days,0
415,2017-09-18,Off-White,Nike-Air-Max-90-Off-White,900.0,160,2017-09-09,7.0,New York,740.0,9 days,0
416,2017-09-18,Off-White,Nike-Air-Presto-Off-White,1250.0,160,2017-09-09,9.0,New Jersey,1090.0,9 days,0
417,2017-09-18,Off-White,Nike-Air-Presto-Off-White,1065.0,160,2017-09-09,12.0,Arkansas,905.0,9 days,0
418,2017-09-18,Off-White,Nike-Air-VaporMax-Off-White,1090.0,250,2017-09-09,8.5,Arizona,840.0,9 days,0
419,2017-09-18,Off-White,Nike-Air-VaporMax-Off-White,955.0,250,2017-09-09,10.0,California,705.0,9 days,0
420,2017-09-18,Off-White,Nike-Blazer-Mid-Off-White,690.0,130,2017-09-09,10.5,New York,560.0,9 days,0
436,2017-09-19,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1772.0,190,2017-09-09,9.5,California,1582.0,10 days,0
437,2017-09-19,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2000.0,190,2017-09-09,8.0,Arizona,1810.0,10 days,0
438,2017-09-19,Off-White,Nike-Air-Max-90-Off-White,948.0,160,2017-09-09,9.0,California,788.0,10 days,0
439,2017-09-19,Off-White,Nike-Air-Presto-Off-White,1350.0,160,2017-09-09,7.0,New York,1190.0,10 days,0
440,2017-09-19,Off-White,Nike-Air-Presto-Off-White,1060.0,160,2017-09-09,12.0,California,900.0,10 days,0
441,2017-09-19,Off-White,Nike-Air-VaporMax-Off-White,929.0,250,2017-09-09,12.0,Washington,679.0,10 days,0
442,2017-09-19,Off-White,Nike-Air-VaporMax-Off-White,885.0,250,2017-09-09,10.0,California,635.0,10 days,0
443,2017-09-19,Off-White,Nike-Blazer-Mid-Off-White,715.0,130,2017-09-09,10.0,California,585.0,10 days,0
444,2017-09-19,Off-White,Nike-Blazer-Mid-Off-White,690.0,130,2017-09-09,10.5,Connecticut,560.0,10 days,0
465,2017-09-20,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1950.0,190,2017-09-09,10.5,Texas,1760.0,11 days,0
466,2017-09-20,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1770.0,190,2017-09-09,13.0,California,1580.0,11 days,0
467,2017-09-20,Off-White,Nike-Air-Max-90-Off-White,760.0,160,2017-09-09,12.0,California,600.0,11 days,0
468,2017-09-20,Off-White,Nike-Air-Max-90-Off-White,820.0,160,2017-09-09,10.0,California,660.0,11 days,0
469,2017-09-20,Off-White,Nike-Air-Presto-Off-White,1195.0,160,2017-09-09,13.0,Virginia,1035.0,11 days,0
470,2017-09-20,Off-White,Nike-Air-VaporMax-Off-White,940.0,250,2017-09-09,11.0,California,690.0,11 days,0
471,2017-09-20,Off-White,Nike-Air-VaporMax-Off-White,970.0,250,2017-09-09,11.0,Ohio,720.0,11 days,0
472,2017-09-20,Off-White,Nike-Air-VaporMax-Off-White,1350.0,250,2017-09-09,9.5,Alaska,1100.0,11 days,0
473,2017-09-20,Off-White,Nike-Air-VaporMax-Off-White,1050.0,250,2017-09-09,12.0,Colorado,800.0,11 days,0
474,2017-09-20,Off-White,Nike-Blazer-Mid-Off-White,660.0,130,2017-09-09,11.0,California,530.0,11 days,0
475,2017-09-20,Off-White,Nike-Blazer-Mid-Off-White,725.0,130,2017-09-09,13.0,New York,595.0,11 days,0
496,2017-09-21,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1850.0,190,2017-09-09,12.0,Oregon,1660.0,12 days,0
497,2017-09-21,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1900.0,190,2017-09-09,11.0,Virginia,1710.0,12 days,0
498,2017-09-21,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1950.0,190,2017-09-09,9.5,California,1760.0,12 days,0
499,2017-09-21,Off-White,Nike-Air-Max-90-Off-White,800.0,160,2017-09-09,9.0,California,640.0,12 days,0
500,2017-09-21,Off-White,Nike-Air-Presto-Off-White,1265.0,160,2017-09-09,9.0,New York,1105.0,12 days,0
501,2017-09-21,Off-White,Nike-Air-Presto-Off-White,1350.0,160,2017-09-09,7.0,New York,1190.0,12 days,0
502,2017-09-21,Off-White,Nike-Air-VaporMax-Off-White,1050.0,250,2017-09-09,11.0,Maryland,800.0,12 days,0
503,2017-09-21,Off-White,Nike-Blazer-Mid-Off-White,580.0,130,2017-09-09,7.5,Ohio,450.0,12 days,0
520,2017-09-22,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1800.0,190,2017-09-09,7.5,New York,1610.0,13 days,0
521,2017-09-22,Off-White,Nike-Air-Max-90-Off-White,670.0,160,2017-09-09,8.0,New York,510.0,13 days,0
522,2017-09-22,Off-White,Nike-Air-Max-90-Off-White,810.0,160,2017-09-09,9.0,California,650.0,13 days,0
523,2017-09-22,Off-White,Nike-Air-Presto-Off-White,1105.0,160,2017-09-09,8.0,California,945.0,13 days,0
524,2017-09-22,Off-White,Nike-Air-Presto-Off-White,900.0,160,2017-09-09,11.0,California,740.0,13 days,0
525,2017-09-22,Off-White,Nike-Air-Presto-Off-White,1108.0,160,2017-09-09,11.0,Illinois,948.0,13 days,0
526,2017-09-22,Off-White,Nike-Blazer-Mid-Off-White,715.0,130,2017-09-09,13.0,California,585.0,13 days,0
539,2017-09-23,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1890.0,190,2017-09-09,10.5,Pennsylvania,1700.0,14 days,0
540,2017-09-23,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1886.0,190,2017-09-09,11.0,Oklahoma,1696.0,14 days,0
541,2017-09-23,Off-White,Nike-Air-Max-90-Off-White,800.0,160,2017-09-09,11.0,Texas,640.0,14 days,0
542,2017-09-23,Off-White,Nike-Air-Max-90-Off-White,780.0,160,2017-09-09,12.0,Georgia,620.0,14 days,0
543,2017-09-23,Off-White,Nike-Air-Presto-Off-White,1150.0,160,2017-09-09,11.0,Indiana,990.0,14 days,0
544,2017-09-23,Off-White,Nike-Air-Presto-Off-White,1149.0,160,2017-09-09,12.0,Connecticut,989.0,14 days,0
561,2017-09-24,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1786.0,190,2017-09-09,11.0,California,1596.0,15 days,0
562,2017-09-24,Off-White,Nike-Air-VaporMax-Off-White,945.0,250,2017-09-09,10.0,Florida,695.0,15 days,0
563,2017-09-24,Off-White,Nike-Blazer-Mid-Off-White,675.0,130,2017-09-09,9.5,North Carolina,545.0,15 days,0
584,2017-09-25,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1980.0,190,2017-09-09,12.0,Kentucky,1790.0,16 days,0
585,2017-09-25,Off-White,Nike-Air-Max-90-Off-White,790.0,160,2017-09-09,10.0,California,630.0,16 days,0
586,2017-09-25,Off-White,Nike-Air-Presto-Off-White,1250.0,160,2017-09-09,9.0,New Jersey,1090.0,16 days,0
587,2017-09-25,Off-White,Nike-Blazer-Mid-Off-White,699.0,130,2017-09-09,10.5,California,569.0,16 days,0
607,2017-09-26,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1801.0,190,2017-09-09,10.5,Virginia,1611.0,17 days,0
608,2017-09-26,Off-White,Nike-Air-Max-90-Off-White,777.0,160,2017-09-09,10.0,California,617.0,17 days,0
609,2017-09-26,Off-White,Nike-Air-Presto-Off-White,1099.0,160,2017-09-09,11.0,Texas,939.0,17 days,0
610,2017-09-26,Off-White,Nike-Air-VaporMax-Off-White,1150.0,250,2017-09-09,7.0,Texas,900.0,17 days,0
611,2017-09-26,Off-White,Nike-Air-VaporMax-Off-White,960.0,250,2017-09-09,11.0,New York,710.0,17 days,0
612,2017-09-26,Off-White,Nike-Air-VaporMax-Off-White,1000.0,250,2017-09-09,10.0,Ohio,750.0,17 days,0
613,2017-09-26,Off-White,Nike-Blazer-Mid-Off-White,740.0,130,2017-09-09,12.0,North Carolina,610.0,17 days,0
632,2017-09-27,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1750.0,190,2017-09-09,11.0,Massachusetts,1560.0,18 days,0
633,2017-09-27,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1700.0,190,2017-09-09,10.5,New York,1510.0,18 days,0
634,2017-09-27,Off-White,Nike-Air-Max-90-Off-White,870.0,160,2017-09-09,8.0,Florida,710.0,18 days,0
635,2017-09-27,Off-White,Nike-Air-Max-90-Off-White,785.0,160,2017-09-09,11.0,California,625.0,18 days,0
636,2017-09-27,Off-White,Nike-Air-Presto-Off-White,1160.0,160,2017-09-09,11.0,New Jersey,1000.0,18 days,0
637,2017-09-27,Off-White,Nike-Air-Presto-Off-White,1250.0,160,2017-09-09,9.0,California,1090.0,18 days,0
638,2017-09-27,Off-White,Nike-Air-VaporMax-Off-White,1098.0,250,2017-09-09,8.5,Massachusetts,848.0,18 days,0
639,2017-09-27,Off-White,Nike-Blazer-Mid-Off-White,699.0,130,2017-09-09,9.0,Utah,569.0,18 days,0
640,2017-09-27,Off-White,Nike-Blazer-Mid-Off-White,596.0,130,2017-09-09,7.5,New Jersey,466.0,18 days,0
652,2017-09-28,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1885.0,190,2017-09-09,11.0,California,1695.0,19 days,0
653,2017-09-28,Off-White,Nike-Air-Max-90-Off-White,700.0,160,2017-09-09,9.5,New York,540.0,19 days,0
654,2017-09-28,Off-White,Nike-Air-Presto-Off-White,1250.0,160,2017-09-09,12.0,California,1090.0,19 days,0
655,2017-09-28,Off-White,Nike-Air-Presto-Off-White,1200.0,160,2017-09-09,9.0,Michigan,1040.0,19 days,0
673,2017-09-29,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1914.0,190,2017-09-09,10.0,California,1724.0,20 days,0
674,2017-09-29,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1760.0,190,2017-09-09,11.0,California,1570.0,20 days,0
675,2017-09-29,Off-White,Nike-Air-Max-90-Off-White,750.0,160,2017-09-09,10.5,New York,590.0,20 days,0
676,2017-09-29,Off-White,Nike-Air-Max-90-Off-White,815.0,160,2017-09-09,8.5,Wisconsin,655.0,20 days,0
677,2017-09-29,Off-White,Nike-Air-Presto-Off-White,1230.0,160,2017-09-09,7.0,New York,1070.0,20 days,0
678,2017-09-29,Off-White,Nike-Air-Presto-Off-White,1399.0,160,2017-09-09,10.0,Texas,1239.0,20 days,0
679,2017-09-29,Off-White,Nike-Air-VaporMax-Off-White,965.0,250,2017-09-09,7.5,New York,715.0,20 days,0
680,2017-09-29,Off-White,Nike-Air-VaporMax-Off-White,976.0,250,2017-09-09,8.5,New York,726.0,20 days,0
681,2017-09-29,Off-White,Nike-Blazer-Mid-Off-White,835.0,130,2017-09-09,11.5,Florida,705.0,20 days,0
693,2017-09-30,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1879.0,190,2017-09-09,11.0,Nevada,1689.0,21 days,0
694,2017-09-30,Off-White,Nike-Air-Max-90-Off-White,800.0,160,2017-09-09,7.5,California,640.0,21 days,0
695,2017-09-30,Off-White,Nike-Air-VaporMax-Off-White,1050.0,250,2017-09-09,10.5,Texas,800.0,21 days,0
696,2017-09-30,Off-White,Nike-Blazer-Mid-Off-White,825.0,130,2017-09-09,9.5,New Hampshire,695.0,21 days,0
709,2017-10-01,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1975.0,190,2017-09-09,7.0,New York,1785.0,22 days,0
710,2017-10-01,Off-White,Nike-Air-Presto-Off-White,1175.0,160,2017-09-09,13.0,Massachusetts,1015.0,22 days,0
711,2017-10-01,Off-White,Nike-Blazer-Mid-Off-White,730.0,130,2017-09-09,10.5,Colorado,600.0,22 days,0
731,2017-10-02,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2000.0,190,2017-09-09,12.0,Pennsylvania,1810.0,23 days,0
732,2017-10-02,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,2005.0,190,2017-09-09,8.0,Pennsylvania,1815.0,23 days,0
733,2017-10-02,Off-White,Nike-Air-Max-90-Off-White,820.0,160,2017-09-09,13.0,California,660.0,23 days,0
734,2017-10-02,Off-White,Nike-Air-Presto-Off-White,1300.0,160,2017-09-09,10.0,California,1140.0,23 days,0
757,2017-10-03,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1756.0,190,2017-09-09,10.0,Illinois,1566.0,24 days,0
758,2017-10-03,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1947.0,190,2017-09-09,10.5,Texas,1757.0,24 days,0
759,2017-10-03,Off-White,Nike-Air-Max-90-Off-White,850.0,160,2017-09-09,9.5,Utah,690.0,24 days,0
760,2017-10-03,Off-White,Nike-Air-Presto-Off-White,1060.0,160,2017-09-09,6.0,California,900.0,24 days,0
761,2017-10-03,Off-White,Nike-Air-Presto-Off-White,1250.0,160,2017-09-09,10.0,Michigan,1090.0,24 days,0
762,2017-10-03,Off-White,Nike-Air-VaporMax-Off-White,965.0,250,2017-09-09,12.0,Ohio,715.0,24 days,0
763,2017-10-03,Off-White,Nike-Blazer-Mid-Off-White,745.0,130,2017-09-09,12.0,California,615.0,24 days,0
782,2017-10-04,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1950.0,190,2017-09-09,9.0,Texas,1760.0,25 days,0
783,2017-10-04,Off-White,Nike-Air-Max-90-Off-White,835.0,160,2017-09-09,13.0,Wisconsin,675.0,25 days,0
784,2017-10-04,Off-White,Nike-Air-Presto-Off-White,1350.0,160,2017-09-09,9.0,New York,1190.0,25 days,0
785,2017-10-04,Off-White,Nike-Air-VaporMax-Off-White,920.0,250,2017-09-09,7.5,Washington,670.0,25 days,0
786,2017-10-04,Off-White,Nike-Blazer-Mid-Off-White,785.0,130,2017-09-09,10.5,Wisconsin,655.0,25 days,0
801,2017-10-05,Off-White,Nike-Air-Max-90-Off-White,850.0,160,2017-09-09,11.0,Virginia,690.0,26 days,0
815,2017-10-06,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1820.0,190,2017-09-09,11.0,Delaware,1630.0,27 days,0
816,2017-10-06,Off-White,Nike-Air-Presto-Off-White,1399.0,160,2017-09-09,9.0,New York,1239.0,27 days,0
817,2017-10-06,Off-White,Nike-Air-Presto-Off-White,1260.0,160,2017-09-09,10.0,California,1100.0,27 days,0
818,2017-10-06,Off-White,Nike-Air-VaporMax-Off-White,955.0,250,2017-09-09,11.0,Delaware,705.0,27 days,0
833,2017-10-07,Off-White,Nike-Air-Max-90-Off-White,785.0,160,2017-09-09,13.0,California,625.0,28 days,0
834,2017-10-07,Off-White,Nike-Air-Presto-Off-White,1200.0,160,2017-09-09,11.0,Virginia,1040.0,28 days,0
849,2017-10-08,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1950.0,190,2017-09-09,10.0,Texas,1760.0,29 days,0
850,2017-10-08,Off-White,Nike-Air-Max-90-Off-White,850.0,160,2017-09-09,9.0,California,690.0,29 days,0
851,2017-10-08,Off-White,Nike-Air-Presto-Off-White,1300.0,160,2017-09-09,10.0,Florida,1140.0,29 days,0
852,2017-10-08,Off-White,Nike-Air-VaporMax-Off-White,1195.0,250,2017-09-09,9.0,California,945.0,29 days,0
865,2017-10-09,Off-White,Air-Jordan-1-Retro-High-Off-White-Chicago,1870.0,190,2017-09-09,9.0,Massachusetts,1680.0,30 days,0
